Image0002
Records Bleach Event Markers
Time (s),Label
42.000000,BleachStart
42.500000,BleachEnd

Series,Color
Ch1 Region4  (Intensity Average),RGB:255,0,0

No,Time :0.000000 to 595.611000 (s),Ch1 Region4  (Intensity Average)
0,0.000000,1586.400000
1,3.057000,1616.532240
2,6.084000,1548.103825
3,9.094000,1553.944262
4,12.090000,1567.944262
5,15.100000,1516.084153
6,18.096000,1512.290710
7,21.106000,1616.612022
8,24.102000,1513.154098
9,27.113000,1496.531148
10,30.108000,1549.710383
11,33.119000,1531.702732
12,36.114000,1521.320219
13,39.125000,1546.205464
14,42.120000,1461.042623
15,42.869000,1190.159563
16,45.879000,1066.107104
17,48.875000,1023.783607
18,51.885000,968.947541
19,54.881000,987.751913
20,57.892000,978.537705
21,60.887000,945.713661
22,63.898000,958.402186
23,66.893000,983.061202
24,69.904000,915.389071
25,72.899000,1019.947541
26,75.910000,1055.437158
27,78.905000,1003.121311
28,81.916000,1042.648087
29,84.911000,1024.492896
30,87.922000,1073.663388
31,90.917000,974.945355
32,93.928000,1017.149727
33,96.923000,1031.265574
34,99.934000,1028.762842
35,102.929000,957.016393
36,105.940000,1021.214208
37,108.935000,1014.955191
38,111.946000,1077.394536
39,114.941000,1064.821858
40,117.952000,1092.545355
41,120.947000,1070.856831
42,123.958000,1038.762842
43,126.953000,1082.172678
44,129.964000,1086.350820
45,132.959000,1059.580328
46,135.970000,1104.825137
47,138.965000,1066.144262
48,141.976000,1058.666667
49,144.971000,1141.687432
50,147.982000,1070.720219
51,150.977000,1105.967213
52,153.988000,1105.445902
53,156.983000,1132.393443
54,159.994000,1147.884153
55,162.989000,1201.685246
56,166.000000,1188.065574
57,168.995000,1139.071038
58,172.006000,1130.210929
59,175.064000,1189.763934
60,178.059000,1187.597814
61,181.086000,1209.640437
62,184.081000,1156.160656
63,187.092000,1241.028415
64,190.087000,1248.146448
65,193.098000,1292.236066
66,196.093000,1227.007650
67,199.104000,1252.968306
68,202.099000,1216.067760
69,205.110000,1276.710383
70,208.105000,1275.290710
71,211.116000,1274.110383
72,214.111000,1264.890710
73,217.122000,1342.926776
74,220.117000,1240.955191
75,223.128000,1305.958470
76,226.123000,1247.699454
77,229.134000,1239.669945
78,232.129000,1360.743169
79,235.140000,1390.574863
80,238.135000,1333.394536
81,241.146000,1328.492896
82,244.141000,1318.991257
83,247.152000,1380.687432
84,250.147000,1337.015301
85,253.158000,1378.892896
86,256.153000,1441.536612
87,259.164000,1401.246995
88,262.159000,1401.603279
89,265.170000,1379.089617
90,268.165000,1360.072131
91,271.176000,1428.428415
92,274.171000,1431.876503
93,277.182000,1364.980328
94,280.177000,1365.527869
95,283.188000,1366.028415
96,286.183000,1465.783607
97,289.194000,1450.520219
98,292.205000,1433.723497
99,295.200000,1426.425137
100,298.211000,1410.084153
101,301.206000,1414.296175
102,304.217000,1442.055738
103,307.212000,1518.815301
104,310.223000,1478.479781
105,313.218000,1420.297268
106,316.229000,1573.363934
107,319.224000,1452.319126
108,322.235000,1561.311475
109,325.230000,1532.064481
110,328.241000,1603.478689
111,331.236000,1466.197814
112,334.247000,1500.422951
113,337.243000,1574.547541
114,340.253000,1610.269945
115,343.249000,1514.477596
116,346.259000,1602.862295
117,349.255000,1471.914754
118,352.265000,1603.209836
119,355.261000,1591.222951
120,358.271000,1610.515847
121,361.267000,1594.908197
122,364.277000,1617.138798
123,367.273000,1650.228415
124,370.284000,1707.774863
125,373.279000,1621.598907
126,376.290000,1616.374863
127,379.285000,1659.569399
128,382.296000,1605.332240
129,385.291000,1681.777049
130,388.302000,1698.091803
131,391.297000,1671.194536
132,394.308000,1727.091803
133,397.318000,1713.142077
134,400.314000,1716.459016
135,403.325000,1773.568306
136,406.320000,1752.912568
137,409.331000,1773.713661
138,412.326000,1723.547541
139,415.337000,1754.168306
140,418.332000,1761.290710
141,421.343000,1815.462295
142,424.338000,1814.299454
143,427.349000,1841.269945
144,430.344000,1923.627322
145,433.355000,1859.521311
146,436.350000,1791.262295
147,439.361000,1838.845902
148,442.356000,1767.137705
149,445.367000,1826.200000
150,448.362000,1907.325683
151,451.373000,1890.418579
152,454.368000,1854.696175
153,457.379000,1918.402186
154,460.374000,1901.445902
155,463.385000,1892.255738
156,466.380000,1975.868852
157,469.391000,1872.249180
158,472.386000,1845.361749
159,475.397000,1930.782514
160,478.392000,1934.587978
161,481.403000,1896.096175
162,484.398000,1942.963934
163,487.409000,1993.367213
164,490.404000,2024.009836
165,493.415000,2084.708197
166,496.426000,1958.236066
167,499.421000,1967.761749
168,502.432000,1987.248087
169,505.427000,1988.702732
170,508.438000,2028.876503
171,511.433000,1977.733333
172,514.444000,2041.722404
173,517.439000,2035.191257
174,520.450000,2104.656831
175,523.445000,2042.720219
176,526.456000,2050.142077
177,529.451000,2074.056831
178,532.462000,2142.048087
179,535.457000,2096.392350
180,538.468000,2103.639344
181,541.463000,2111.863388
182,544.474000,2149.834973
183,547.469000,2160.220765
184,550.480000,2040.464481
185,553.475000,2156.200000
186,556.486000,2103.406557
187,559.482000,2075.527869
188,562.492000,2138.130055
189,565.503000,2087.569399
190,568.498000,2119.256831
191,571.509000,2079.489617
192,574.551000,2137.777049
193,577.578000,2244.991257
194,580.588000,2156.171585
195,583.584000,2164.893989
196,586.595000,2100.778142
197,589.590000,2094.067760
198,592.601000,2148.563934
199,595.611000,2125.161749
