Image0002
Records Bleach Event Markers
Time (s),Label
42.000000,BleachStart
42.500000,BleachEnd

Series,Color
Ch1 Region4  (Intensity Average),RGB:255,0,0

No,Time :0.000000 to 595.611000 (s),Ch1 Region4  (Intensity Average)
0,0.000000,2033.371795
1,3.057000,2398.762821
2,6.084000,2185.423077
3,9.094000,2337.730769
4,12.090000,2288.756410
5,15.100000,2230.301282
6,18.096000,2192.602564
7,21.106000,2262.294872
8,24.102000,2139.006410
9,27.113000,2017.307692
10,30.108000,2196.070513
11,33.119000,2044.891026
12,36.114000,2166.762821
13,39.125000,2217.717949
14,42.120000,2168.967949
15,42.869000,1234.173077
16,45.879000,1096.282051
17,48.875000,1025.967949
18,51.885000,971.628205
19,54.881000,1038.980769
20,57.892000,849.653846
21,60.887000,965.442308
22,63.898000,890.737179
23,66.893000,1029.102564
24,69.904000,996.923077
25,72.899000,1075.416667
26,75.910000,1053.339744
27,78.905000,1088.865385
28,81.916000,1187.153846
29,84.911000,1161.000000
30,87.922000,1222.070513
31,90.917000,1139.275641
32,93.928000,1173.801282
33,96.923000,1165.737179
34,99.934000,1176.044872
35,102.929000,1193.057692
36,105.940000,1128.801282
37,108.935000,1190.307692
38,111.946000,1142.794872
39,114.941000,1159.397436
40,117.952000,1194.628205
41,120.947000,1189.769231
42,123.958000,1042.512821
43,126.953000,1266.442308
44,129.964000,1158.032051
45,132.959000,1007.871795
46,135.970000,1361.782051
47,138.965000,1141.692308
48,141.976000,1163.858974
49,144.971000,1183.269231
50,147.982000,1100.224359
51,150.977000,1334.089744
52,153.988000,1225.166667
53,156.983000,1174.307692
54,159.994000,1204.493590
55,162.989000,1331.884615
56,166.000000,1298.923077
57,168.995000,1252.089744
58,172.006000,1312.756410
59,175.064000,1346.070513
60,178.059000,1198.051282
61,181.086000,1428.038462
62,184.081000,1201.525641
63,187.092000,1295.064103
64,190.087000,1300.711538
65,193.098000,1421.801282
66,196.093000,1175.660256
67,199.104000,1367.685897
68,202.099000,1441.743590
69,205.110000,1442.096154
70,208.105000,1259.871795
71,211.116000,1456.750000
72,214.111000,1601.019231
73,217.122000,1501.871795
74,220.117000,1454.756410
75,223.128000,1605.115385
76,226.123000,1430.333333
77,229.134000,1248.551282
78,232.129000,1477.294872
79,235.140000,1584.801282
80,238.135000,1484.147436
81,241.146000,1430.173077
82,244.141000,1545.532051
83,247.152000,1494.211538
84,250.147000,1555.903846
85,253.158000,1586.570513
86,256.153000,1771.288462
87,259.164000,1393.070513
88,262.159000,1505.326923
89,265.170000,1612.096154
90,268.165000,1521.487179
91,271.176000,1657.243590
92,274.171000,1670.532051
93,277.182000,1455.192308
94,280.177000,1361.858974
95,283.188000,1654.634615
96,286.183000,1684.775641
97,289.194000,1534.442308
98,292.205000,1627.025641
99,295.200000,1490.705128
100,298.211000,1560.442308
101,301.206000,1447.153846
102,304.217000,1569.320513
103,307.212000,1601.596154
104,310.223000,1751.685897
105,313.218000,1569.967949
106,316.229000,1762.512821
107,319.224000,1479.000000
108,322.235000,1645.423077
109,325.230000,1747.025641
110,328.241000,1666.115385
111,331.236000,1669.717949
112,334.247000,1661.102564
113,337.243000,1858.974359
114,340.253000,1962.339744
115,343.249000,1630.730769
116,346.259000,1678.326923
117,349.255000,1619.384615
118,352.265000,1749.871795
119,355.261000,1755.121795
120,358.271000,1781.557692
121,361.267000,1711.461538
122,364.277000,1834.211538
123,367.273000,1839.076923
124,370.284000,1965.391026
125,373.279000,1874.871795
126,376.290000,1895.551282
127,379.285000,1952.448718
128,382.296000,1844.794872
129,385.291000,1848.583333
130,388.302000,1916.942308
131,391.297000,1939.173077
132,394.308000,2061.435897
133,397.318000,1966.403846
134,400.314000,1939.756410
135,403.325000,2061.826923
136,406.320000,1900.025641
137,409.331000,1940.544872
138,412.326000,1993.948718
139,415.337000,2060.589744
140,418.332000,2058.551282
141,421.343000,2156.750000
142,424.338000,2219.102564
143,427.349000,2154.006410
144,430.344000,2123.339744
145,433.355000,2112.294872
146,436.350000,2048.141026
147,439.361000,2090.538462
148,442.356000,2103.730769
149,445.367000,1986.224359
150,448.362000,2323.391026
151,451.373000,2202.378205
152,454.368000,2292.198718
153,457.379000,2302.358974
154,460.374000,2081.705128
155,463.385000,2076.102564
156,466.380000,2334.493590
157,469.391000,2309.826923
158,472.386000,2185.717949
159,475.397000,2173.032051
160,478.392000,2146.352564
161,481.403000,2113.096154
162,484.398000,2211.557692
163,487.409000,2377.532051
164,490.404000,2213.391026
165,493.415000,2329.717949
166,496.426000,2247.903846
167,499.421000,2303.128205
168,502.432000,2226.179487
169,505.427000,2189.589744
170,508.438000,2366.141026
171,511.433000,2139.801282
172,514.444000,2383.301282
173,517.439000,2327.064103
174,520.450000,2359.179487
175,523.445000,2430.833333
176,526.456000,2219.910256
177,529.451000,2284.339744
178,532.462000,2341.179487
179,535.457000,2400.435897
180,538.468000,2451.128205
181,541.463000,2503.871795
182,544.474000,2514.596154
183,547.469000,2424.333333
184,550.480000,2310.807692
185,553.475000,2634.525641
186,556.486000,2450.275641
187,559.482000,2527.455128
188,562.492000,2369.974359
189,565.503000,2380.698718
190,568.498000,2339.519231
191,571.509000,2567.948718
192,574.551000,2499.410256
193,577.578000,2511.628205
194,580.588000,2461.384615
195,583.584000,2531.032051
196,586.595000,2535.705128
197,589.590000,2489.570513
198,592.601000,2424.961538
199,595.611000,2665.000000
